paper,dataname,method,n_samples,n_neighbors,1-NN,Trustworthiness,Continuity
comparative,coil20,le,2000,12,0.218,0.885,0.985
comparative,coil20,le,2000,14,0.174,0.954,0.988
eng,coil20,lle,2000,5,0.106,0.969,0.99
eng,coil20,lle,2000,7,0.141,0.982,0.985
eng,coil20,lle,2000,15,0.124,0.951,0.977
eng,coil20,lle,2000,10,0.084,0.974,0.981
eng,coil20,lle,2000,12,0.085,0.974,0.978
eng,coil20,lle,2000,11,0.097,0.968,0.98
eng,coil20,lle,2000,6,0.144,0.963,0.984
eng,coil20,lle,2000,8,0.102,0.964,0.986
eng,coil20,lle,2000,9,0.129,0.974,0.978
eng,coil20,lle,2000,14,0.079,0.964,0.977
eng,coil20,lle,2000,13,0.096,0.965,0.975
eng,coil20,lle,2000,5,0.106,0.969,0.99
eng,coil20,lle,2000,7,0.141,0.982,0.985
eng,coil20,lle,2000,15,0.124,0.951,0.977
eng,coil20,lle,2000,10,0.084,0.974,0.981
eng,coil20,lle,2000,12,0.085,0.974,0.978
eng,coil20,lle,2000,11,0.097,0.968,0.98
eng,coil20,lle,2000,6,0.144,0.963,0.984
eng,coil20,lle,2000,8,0.102,0.964,0.986
eng,coil20,lle,2000,9,0.129,0.974,0.978
eng,coil20,lle,2000,14,0.079,0.964,0.977
eng,coil20,lle,2000,13,0.096,0.965,0.975
eng,two.swiss,lle.eng,2000,10,0.263,0.916,0.987
eng,two.swiss,lle.eng,2000,13,0.2,0.956,0.988
eng,two.swiss,lle.eng,2000,5,0.293,0.915,0.982
eng,two.swiss,lle.eng,2000,15,0.285,0.951,0.988
eng,two.swiss,lle.eng,2000,14,0.13,0.981,0.997
eng,two.swiss,lle.eng,2000,8,0.108,0.989,0.998
eng,two.swiss,lle.eng,2000,6,0.34,0.912,0.984
eng,two.swiss,lle.eng,2000,9,0.068,0.998,0.999
eng,two.swiss,lle.eng,2000,7,0.226,0.945,0.991
eng,two.swiss,lle.eng,2000,11,0.185,0.974,0.994
eng,two.swiss,lle.eng,2000,12,0.276,0.942,0.988
eng,two.swiss,lle.eng,2000,10,0.263,0.916,0.987
eng,two.swiss,lle.eng,2000,13,0.2,0.956,0.988
eng,two.swiss,lle.eng,2000,5,0.293,0.915,0.982
eng,two.swiss,lle.eng,2000,15,0.285,0.951,0.988
eng,two.swiss,lle.eng,2000,14,0.13,0.981,0.997
eng,two.swiss,lle.eng,2000,8,0.108,0.989,0.998
eng,two.swiss,lle.eng,2000,6,0.34,0.912,0.984
eng,two.swiss,lle.eng,2000,9,0.068,0.998,0.999
eng,two.swiss,lle.eng,2000,7,0.226,0.945,0.991
eng,two.swiss,lle.eng,2000,11,0.185,0.974,0.994
eng,two.swiss,lle.eng,2000,12,0.276,0.942,0.988
comparative,difficult,le,2000,11,0.351,0.921,0.884
comparative,difficult,le,2000,14,0.361,0.887,0.885
comparative,difficult,le,2000,8,0.34,0.937,0.883
comparative,difficult,le,2000,7,0.337,0.945,0.886
comparative,difficult,le,2000,9,0.346,0.934,0.884
comparative,difficult,le,2000,10,0.341,0.927,0.882
comparative,difficult,le,2000,15,0.356,0.886,0.887
comparative,difficult,le,2000,6,0.34,0.952,0.887
comparative,difficult,le,2000,5,0.338,0.96,0.882
comparative,difficult,le,2000,13,0.358,0.915,0.891
comparative,difficult,le,2000,12,0.352,0.913,0.886
comparative,difficult,le,2000,11,0.351,0.921,0.884
comparative,difficult,le,2000,14,0.361,0.887,0.885
comparative,difficult,le,2000,8,0.34,0.937,0.883
comparative,difficult,le,2000,7,0.337,0.945,0.886
comparative,difficult,le,2000,9,0.346,0.934,0.884
comparative,difficult,le,2000,10,0.341,0.927,0.882
comparative,difficult,le,2000,15,0.356,0.886,0.887
comparative,difficult,le,2000,6,0.34,0.952,0.887
comparative,difficult,le,2000,5,0.338,0.96,0.882
comparative,difficult,le,2000,13,0.358,0.915,0.891
comparative,difficult,le,2000,12,0.352,0.913,0.886
eng,four.moons,lle.eng,2000,8,0.001,0.985,0.994
eng,four.moons,lle.eng,2000,5,0.005,0.977,0.993
eng,four.moons,lle.eng,2000,11,0.0,0.988,0.992
eng,four.moons,lle.eng,2000,6,0.0,0.985,0.994
eng,four.moons,lle.eng,2000,10,0.0,0.985,0.993
eng,four.moons,lle.eng,2000,12,0.0,0.991,0.996
eng,four.moons,lle.eng,2000,9,0.0,0.984,0.994
eng,four.moons,lle.eng,2000,7,0.0,0.986,0.994
eng,four.moons,lle.eng,2000,13,0.0,0.991,0.995
eng,four.moons,lle.eng,2000,15,0.0,0.99,0.995
eng,four.moons,lle.eng,2000,14,0.0,0.991,0.995
eng,four.moons,lle.eng,2000,8,0.001,0.985,0.994
eng,four.moons,lle.eng,2000,5,0.005,0.977,0.993
eng,four.moons,lle.eng,2000,11,0.0,0.988,0.992
eng,four.moons,lle.eng,2000,6,0.0,0.985,0.994
eng,four.moons,lle.eng,2000,10,0.0,0.985,0.993
eng,four.moons,lle.eng,2000,12,0.0,0.991,0.996
eng,four.moons,lle.eng,2000,9,0.0,0.984,0.994
eng,four.moons,lle.eng,2000,7,0.0,0.986,0.994
eng,four.moons,lle.eng,2000,13,0.0,0.991,0.995
eng,four.moons,lle.eng,2000,15,0.0,0.99,0.995
eng,four.moons,lle.eng,2000,14,0.0,0.991,0.995
eng,two.swiss,le,2000,15,0.391,0.894,0.886
eng,two.swiss,le,2000,12,0.392,0.907,0.896
eng,two.swiss,le,2000,13,0.404,0.911,0.894
eng,two.swiss,le,2000,6,0.376,0.91,0.884
eng,two.swiss,le,2000,14,0.404,0.902,0.881
eng,two.swiss,le,2000,10,0.415,0.911,0.897
eng,two.swiss,le,2000,8,0.366,0.916,0.888
eng,two.swiss,le,2000,7,0.41,0.916,0.891
eng,two.swiss,le,2000,5,0.478,0.957,0.873
eng,two.swiss,le,2000,11,0.476,0.953,0.873
eng,two.swiss,le,2000,9,0.475,0.953,0.872
eng,two.swiss,le,2000,15,0.391,0.894,0.886
eng,two.swiss,le,2000,12,0.392,0.907,0.896
eng,two.swiss,le,2000,13,0.404,0.911,0.894
eng,two.swiss,le,2000,6,0.376,0.91,0.884
eng,two.swiss,le,2000,14,0.404,0.902,0.881
eng,two.swiss,le,2000,10,0.415,0.911,0.897
eng,two.swiss,le,2000,8,0.366,0.916,0.888
eng,two.swiss,le,2000,7,0.41,0.916,0.891
eng,two.swiss,le,2000,5,0.478,0.957,0.873
eng,two.swiss,le,2000,11,0.476,0.953,0.873
eng,two.swiss,le,2000,9,0.475,0.953,0.872
comparative,helix,hlle,2000,14,0.337,0.762,0.996
comparative,helix,hlle,2000,7,0.057,0.953,0.998
comparative,helix,hlle,2000,15,0.275,0.784,0.997
comparative,helix,hlle,2000,13,0.162,0.824,0.996
comparative,helix,hlle,2000,9,0.2,0.752,0.998
comparative,helix,hlle,2000,5,0.06,0.948,0.991
comparative,helix,hlle,2000,10,0.231,0.755,0.998
comparative,helix,hlle,2000,11,0.065,0.745,0.997
comparative,helix,hlle,2000,12,0.298,0.79,0.996
comparative,helix,hlle,2000,8,0.086,0.921,0.998
comparative,helix,hlle,2000,6,0.058,0.937,0.983
comparative,helix,hlle,2000,14,0.337,0.762,0.996
comparative,helix,hlle,2000,7,0.057,0.953,0.998
comparative,helix,hlle,2000,15,0.275,0.784,0.997
comparative,helix,hlle,2000,13,0.162,0.824,0.996
comparative,helix,hlle,2000,9,0.2,0.752,0.998
comparative,helix,hlle,2000,5,0.06,0.948,0.991
comparative,helix,hlle,2000,10,0.231,0.755,0.998
comparative,helix,hlle,2000,11,0.065,0.745,0.997
comparative,helix,hlle,2000,12,0.298,0.79,0.996
comparative,helix,hlle,2000,8,0.086,0.921,0.998
comparative,helix,hlle,2000,6,0.058,0.937,0.983
comparative,swiss,hlle,2000,11,0.15,0.959,0.992
comparative,swiss,hlle,2000,10,0.084,0.989,0.997
comparative,swiss,hlle,2000,6,0.274,0.888,0.982
comparative,swiss,hlle,2000,7,0.07,0.996,0.998
comparative,swiss,hlle,2000,13,0.232,0.94,0.996
comparative,swiss,hlle,2000,15,0.232,0.902,0.991
comparative,swiss,hlle,2000,12,0.199,0.918,0.985
comparative,swiss,hlle,2000,8,0.057,0.998,0.998
comparative,swiss,hlle,2000,5,0.255,0.878,0.974
comparative,swiss,hlle,2000,14,0.126,0.969,0.995
comparative,swiss,hlle,2000,9,0.054,0.998,0.998
comparative,swiss,hlle,2000,11,0.15,0.959,0.992
comparative,swiss,hlle,2000,10,0.084,0.989,0.997
comparative,swiss,hlle,2000,6,0.274,0.888,0.982
comparative,swiss,hlle,2000,7,0.07,0.996,0.998
comparative,swiss,hlle,2000,13,0.232,0.94,0.996
comparative,swiss,hlle,2000,15,0.232,0.902,0.991
comparative,swiss,hlle,2000,12,0.199,0.918,0.985
comparative,swiss,hlle,2000,8,0.057,0.998,0.998
comparative,swiss,hlle,2000,5,0.255,0.878,0.974
comparative,swiss,hlle,2000,14,0.126,0.969,0.995
comparative,swiss,hlle,2000,9,0.054,0.998,0.998
comparative,twinpeaks,hlle,2000,8,0.031,0.952,0.993
comparative,twinpeaks,hlle,2000,9,0.075,0.869,0.976
comparative,twinpeaks,hlle,2000,5,0.127,0.939,0.974
comparative,twinpeaks,hlle,2000,10,0.014,0.985,0.993
comparative,twinpeaks,hlle,2000,7,0.02,0.976,0.991
comparative,twinpeaks,hlle,2000,12,0.026,0.966,0.987
comparative,twinpeaks,hlle,2000,15,0.115,0.9,0.975
comparative,twinpeaks,hlle,2000,13,0.105,0.892,0.98
comparative,twinpeaks,hlle,2000,11,0.017,0.987,0.995
comparative,twinpeaks,hlle,2000,14,0.032,0.962,0.985
comparative,twinpeaks,hlle,2000,6,0.06,0.962,0.98
comparative,twinpeaks,hlle,2000,8,0.031,0.952,0.993
comparative,twinpeaks,hlle,2000,9,0.075,0.869,0.976
comparative,twinpeaks,hlle,2000,5,0.127,0.939,0.974
comparative,twinpeaks,hlle,2000,10,0.014,0.985,0.993
comparative,twinpeaks,hlle,2000,7,0.02,0.976,0.991
comparative,twinpeaks,hlle,2000,12,0.026,0.966,0.987
comparative,twinpeaks,hlle,2000,15,0.115,0.9,0.975
comparative,twinpeaks,hlle,2000,13,0.105,0.892,0.98
comparative,twinpeaks,hlle,2000,11,0.017,0.987,0.995
comparative,twinpeaks,hlle,2000,14,0.032,0.962,0.985
comparative,twinpeaks,hlle,2000,6,0.06,0.962,0.98
comparative,helix,isomap.skl,2000,6,0.01,1.0,1.0
comparative,helix,isomap.skl,2000,7,0.349,0.732,0.997
comparative,helix,isomap.skl,2000,8,0.42,0.733,0.998
comparative,helix,isomap.skl,2000,9,0.142,0.734,0.997
comparative,helix,isomap.skl,2000,5,0.371,0.669,0.987
comparative,helix,isomap.skl,2000,10,0.141,0.732,0.997
comparative,helix,isomap.skl,2000,11,0.23,0.736,0.997
comparative,helix,isomap.skl,2000,12,0.293,0.737,0.997
comparative,helix,isomap.skl,2000,13,0.156,0.735,0.997
comparative,helix,isomap.skl,2000,14,0.376,0.735,0.997
comparative,helix,isomap.skl,2000,15,0.191,0.737,0.997
comparative,helix,isomap.skl,2000,6,0.01,1.0,1.0
comparative,helix,isomap.skl,2000,7,0.349,0.732,0.997
comparative,helix,isomap.skl,2000,8,0.42,0.733,0.998
comparative,helix,isomap.skl,2000,9,0.142,0.734,0.997
comparative,helix,isomap.skl,2000,5,0.371,0.669,0.987
comparative,helix,isomap.skl,2000,10,0.141,0.732,0.997
comparative,helix,isomap.skl,2000,11,0.23,0.736,0.997
comparative,helix,isomap.skl,2000,12,0.293,0.737,0.997
comparative,helix,isomap.skl,2000,13,0.156,0.735,0.997
comparative,helix,isomap.skl,2000,14,0.376,0.735,0.997
comparative,helix,isomap.skl,2000,15,0.191,0.737,0.997
comparative,broken.swiss,hlle,2000,8,0.427,0.842,0.865
comparative,broken.swiss,hlle,2000,6,0.383,0.838,0.98
comparative,broken.swiss,hlle,2000,13,0.476,0.845,0.865
comparative,broken.swiss,hlle,2000,11,0.464,0.93,0.868
comparative,broken.swiss,hlle,2000,14,0.436,0.775,0.976
comparative,broken.swiss,hlle,2000,5,0.432,0.846,0.86
comparative,broken.swiss,hlle,2000,7,0.407,0.905,0.865
comparative,broken.swiss,hlle,2000,9,0.382,0.781,0.98
comparative,broken.swiss,hlle,2000,10,0.467,0.892,0.866
comparative,broken.swiss,hlle,2000,12,0.448,0.779,0.978
comparative,broken.swiss,hlle,2000,15,0.467,0.842,0.863
comparative,broken.swiss,hlle,2000,8,0.427,0.842,0.865
comparative,broken.swiss,hlle,2000,6,0.383,0.838,0.98
comparative,broken.swiss,hlle,2000,13,0.476,0.845,0.865
comparative,broken.swiss,hlle,2000,11,0.464,0.93,0.868
comparative,broken.swiss,hlle,2000,14,0.436,0.775,0.976
comparative,broken.swiss,hlle,2000,5,0.432,0.846,0.86
comparative,broken.swiss,hlle,2000,7,0.407,0.905,0.865
comparative,broken.swiss,hlle,2000,9,0.382,0.781,0.98
comparative,broken.swiss,hlle,2000,10,0.467,0.892,0.866
comparative,broken.swiss,hlle,2000,12,0.448,0.779,0.978
comparative,broken.swiss,hlle,2000,15,0.467,0.842,0.863
comparative,swiss,isomap.skl,2000,5,0.058,0.999,1.0
comparative,swiss,isomap.skl,2000,6,0.056,0.999,1.0
comparative,swiss,isomap.skl,2000,7,0.049,1.0,1.0
comparative,swiss,isomap.skl,2000,8,0.048,1.0,1.0
comparative,swiss,isomap.skl,2000,9,0.052,1.0,1.0
comparative,swiss,isomap.skl,2000,10,0.051,1.0,1.0
comparative,swiss,isomap.skl,2000,11,0.049,1.0,1.0
comparative,swiss,isomap.skl,2000,12,0.048,1.0,1.0
comparative,swiss,isomap.skl,2000,13,0.049,1.0,1.0
comparative,swiss,isomap.skl,2000,14,0.05,1.0,1.0
comparative,swiss,isomap.skl,2000,15,0.049,1.0,1.0
comparative,swiss,isomap.skl,2000,5,0.058,0.999,1.0
comparative,swiss,isomap.skl,2000,6,0.056,0.999,1.0
comparative,swiss,isomap.skl,2000,7,0.049,1.0,1.0
comparative,swiss,isomap.skl,2000,8,0.048,1.0,1.0
comparative,swiss,isomap.skl,2000,9,0.052,1.0,1.0
comparative,swiss,isomap.skl,2000,10,0.051,1.0,1.0
comparative,swiss,isomap.skl,2000,11,0.049,1.0,1.0
comparative,swiss,isomap.skl,2000,12,0.048,1.0,1.0
comparative,swiss,isomap.skl,2000,13,0.049,1.0,1.0
comparative,swiss,isomap.skl,2000,14,0.05,1.0,1.0
comparative,swiss,isomap.skl,2000,15,0.049,1.0,1.0
comparative,twinpeaks,isomap.skl,2000,5,0.01,0.994,0.998
comparative,twinpeaks,isomap.skl,2000,6,0.009,0.995,0.998
comparative,twinpeaks,isomap.skl,2000,7,0.007,0.995,0.998
comparative,twinpeaks,isomap.skl,2000,8,0.004,0.988,0.997
comparative,twinpeaks,isomap.skl,2000,9,0.006,0.991,0.997
comparative,twinpeaks,isomap.skl,2000,10,0.004,0.994,0.997
comparative,twinpeaks,isomap.skl,2000,11,0.004,0.996,0.998
comparative,twinpeaks,isomap.skl,2000,12,0.005,0.996,0.998
comparative,twinpeaks,isomap.skl,2000,13,0.002,0.996,0.998
comparative,twinpeaks,isomap.skl,2000,14,0.003,0.995,0.998
comparative,twinpeaks,isomap.skl,2000,15,0.004,0.995,0.997
comparative,twinpeaks,isomap.skl,2000,5,0.01,0.994,0.998
comparative,twinpeaks,isomap.skl,2000,6,0.009,0.995,0.998
comparative,twinpeaks,isomap.skl,2000,7,0.007,0.995,0.998
comparative,twinpeaks,isomap.skl,2000,8,0.004,0.988,0.997
comparative,twinpeaks,isomap.skl,2000,9,0.006,0.991,0.997
comparative,twinpeaks,isomap.skl,2000,10,0.004,0.994,0.997
comparative,twinpeaks,isomap.skl,2000,11,0.004,0.996,0.998
comparative,twinpeaks,isomap.skl,2000,12,0.005,0.996,0.998
comparative,twinpeaks,isomap.skl,2000,13,0.002,0.996,0.998
comparative,twinpeaks,isomap.skl,2000,14,0.003,0.995,0.998
comparative,twinpeaks,isomap.skl,2000,15,0.004,0.995,0.997
comparative,helix,lle.skl,2000,6,0.12,0.948,0.989
comparative,helix,lle.skl,2000,7,0.255,0.852,0.986
comparative,helix,lle.skl,2000,8,0.146,0.887,0.979
comparative,helix,lle.skl,2000,9,0.257,0.808,0.99
comparative,helix,lle.skl,2000,13,0.199,0.849,0.994
comparative,helix,lle.skl,2000,12,0.244,0.824,0.99
comparative,helix,lle.skl,2000,11,0.231,0.803,0.992
comparative,helix,lle.skl,2000,10,0.263,0.788,0.988
comparative,helix,lle.skl,2000,14,0.309,0.817,0.995
comparative,helix,lle.skl,2000,15,0.388,0.779,0.994
comparative,helix,lle.skl,2000,6,0.12,0.948,0.989
comparative,helix,lle.skl,2000,7,0.255,0.852,0.986
comparative,helix,lle.skl,2000,8,0.146,0.887,0.979
comparative,helix,lle.skl,2000,9,0.257,0.808,0.99
comparative,helix,lle.skl,2000,13,0.199,0.849,0.994
comparative,helix,lle.skl,2000,12,0.244,0.824,0.99
comparative,helix,lle.skl,2000,11,0.231,0.803,0.992
comparative,helix,lle.skl,2000,10,0.263,0.788,0.988
comparative,helix,lle.skl,2000,14,0.309,0.817,0.995
comparative,helix,lle.skl,2000,15,0.388,0.779,0.994
comparative,swiss,lle.skl,2000,5,0.253,0.92,0.981
comparative,swiss,lle.skl,2000,6,0.222,0.917,0.99
comparative,swiss,lle.skl,2000,7,0.058,0.998,0.999
comparative,swiss,lle.skl,2000,8,0.055,0.999,0.999
comparative,swiss,lle.skl,2000,9,0.057,0.999,0.999
comparative,swiss,lle.skl,2000,12,0.058,0.999,0.999
comparative,swiss,lle.skl,2000,10,0.058,0.999,0.999
comparative,swiss,lle.skl,2000,14,0.054,0.998,0.998
comparative,swiss,lle.skl,2000,11,0.057,0.999,0.999
comparative,swiss,lle.skl,2000,15,0.058,0.998,0.998
comparative,swiss,lle.skl,2000,13,0.056,0.999,0.999
comparative,swiss,lle.skl,2000,5,0.253,0.92,0.981
comparative,swiss,lle.skl,2000,6,0.222,0.917,0.99
comparative,swiss,lle.skl,2000,7,0.058,0.998,0.999
comparative,swiss,lle.skl,2000,8,0.055,0.999,0.999
comparative,swiss,lle.skl,2000,9,0.057,0.999,0.999
comparative,swiss,lle.skl,2000,12,0.058,0.999,0.999
comparative,swiss,lle.skl,2000,10,0.058,0.999,0.999
comparative,swiss,lle.skl,2000,14,0.054,0.998,0.998
comparative,swiss,lle.skl,2000,11,0.057,0.999,0.999
comparative,swiss,lle.skl,2000,15,0.058,0.998,0.998
comparative,swiss,lle.skl,2000,13,0.056,0.999,0.999
comparative,twinpeaks,lle.skl,2000,6,0.036,0.967,0.98
comparative,twinpeaks,lle.skl,2000,5,0.072,0.938,0.968
comparative,twinpeaks,lle.skl,2000,7,0.013,0.982,0.988
comparative,twinpeaks,lle.skl,2000,9,0.035,0.98,0.993
comparative,twinpeaks,lle.skl,2000,8,0.043,0.957,0.982
comparative,twinpeaks,lle.skl,2000,11,0.008,0.993,0.993
comparative,twinpeaks,lle.skl,2000,10,0.015,0.98,0.987
comparative,twinpeaks,lle.skl,2000,13,0.049,0.951,0.982
comparative,twinpeaks,lle.skl,2000,14,0.02,0.97,0.989
comparative,twinpeaks,lle.skl,2000,12,0.042,0.971,0.985
comparative,twinpeaks,lle.skl,2000,15,0.029,0.961,0.988
comparative,twinpeaks,lle.skl,2000,6,0.036,0.967,0.98
comparative,twinpeaks,lle.skl,2000,5,0.072,0.938,0.968
comparative,twinpeaks,lle.skl,2000,7,0.013,0.982,0.988
comparative,twinpeaks,lle.skl,2000,9,0.035,0.98,0.993
comparative,twinpeaks,lle.skl,2000,8,0.043,0.957,0.982
comparative,twinpeaks,lle.skl,2000,11,0.008,0.993,0.993
comparative,twinpeaks,lle.skl,2000,10,0.015,0.98,0.987
comparative,twinpeaks,lle.skl,2000,13,0.049,0.951,0.982
comparative,twinpeaks,lle.skl,2000,14,0.02,0.97,0.989
comparative,twinpeaks,lle.skl,2000,12,0.042,0.971,0.985
comparative,twinpeaks,lle.skl,2000,15,0.029,0.961,0.988
comparative,broken.swiss,isomap.skl,2000,5,0.15,0.932,0.996
comparative,broken.swiss,isomap.skl,2000,6,0.156,0.923,0.996
comparative,broken.swiss,isomap.skl,2000,7,0.133,0.932,0.996
comparative,broken.swiss,isomap.skl,2000,8,0.141,0.927,0.995
comparative,broken.swiss,isomap.skl,2000,9,0.141,0.927,0.995
comparative,broken.swiss,isomap.skl,2000,10,0.141,0.928,0.995
comparative,broken.swiss,isomap.skl,2000,11,0.138,0.929,0.994
comparative,broken.swiss,isomap.skl,2000,12,0.14,0.93,0.994
comparative,broken.swiss,isomap.skl,2000,13,0.136,0.932,0.994
comparative,broken.swiss,isomap.skl,2000,14,0.129,0.93,0.994
comparative,broken.swiss,isomap.skl,2000,15,0.12,0.932,0.993
comparative,broken.swiss,isomap.skl,2000,5,0.15,0.932,0.996
comparative,broken.swiss,isomap.skl,2000,6,0.156,0.923,0.996
comparative,broken.swiss,isomap.skl,2000,7,0.133,0.932,0.996
comparative,broken.swiss,isomap.skl,2000,8,0.141,0.927,0.995
comparative,broken.swiss,isomap.skl,2000,9,0.141,0.927,0.995
comparative,broken.swiss,isomap.skl,2000,10,0.141,0.928,0.995
comparative,broken.swiss,isomap.skl,2000,11,0.138,0.929,0.994
comparative,broken.swiss,isomap.skl,2000,12,0.14,0.93,0.994
comparative,broken.swiss,isomap.skl,2000,13,0.136,0.932,0.994
comparative,broken.swiss,isomap.skl,2000,14,0.129,0.93,0.994
comparative,broken.swiss,isomap.skl,2000,15,0.12,0.932,0.993
comparative,swiss,le.skl,2000,7,0.217,0.934,0.991
comparative,swiss,le.skl,2000,6,0.235,0.936,0.992
comparative,swiss,le.skl,2000,5,0.207,0.937,0.993
comparative,swiss,le.skl,2000,8,0.234,0.929,0.99
comparative,swiss,le.skl,2000,9,0.247,0.908,0.989
comparative,swiss,le.skl,2000,10,0.252,0.901,0.988
comparative,swiss,le.skl,2000,11,0.275,0.895,0.987
comparative,swiss,le.skl,2000,13,0.285,0.888,0.986
comparative,swiss,le.skl,2000,12,0.275,0.894,0.987
comparative,swiss,le.skl,2000,15,0.28,0.882,0.985
comparative,swiss,le.skl,2000,14,0.274,0.889,0.986
comparative,swiss,le.skl,2000,7,0.217,0.934,0.991
comparative,swiss,le.skl,2000,6,0.235,0.936,0.992
comparative,swiss,le.skl,2000,5,0.207,0.937,0.993
comparative,swiss,le.skl,2000,8,0.234,0.929,0.99
comparative,swiss,le.skl,2000,9,0.247,0.908,0.989
comparative,swiss,le.skl,2000,10,0.252,0.901,0.988
comparative,swiss,le.skl,2000,11,0.275,0.895,0.987
comparative,swiss,le.skl,2000,13,0.285,0.888,0.986
comparative,swiss,le.skl,2000,12,0.275,0.894,0.987
comparative,swiss,le.skl,2000,15,0.28,0.882,0.985
comparative,swiss,le.skl,2000,14,0.274,0.889,0.986
eng,four.moons,le.eng,2000,14,0.203,0.829,0.867
eng,four.moons,le.eng,2000,10,0.001,0.877,0.877
eng,four.moons,le.eng,2000,8,0.223,0.85,0.883
eng,four.moons,le.eng,2000,6,0.0,0.867,0.882
eng,four.moons,le.eng,2000,9,0.0,0.902,0.908
eng,four.moons,le.eng,2000,15,0.217,0.719,0.876
eng,four.moons,le.eng,2000,13,0.221,0.756,0.881
eng,four.moons,le.eng,2000,5,0.203,0.763,0.901
eng,four.moons,le.eng,2000,7,0.0,0.916,0.919
eng,four.moons,le.eng,2000,11,0.001,0.9,0.917
eng,four.moons,le.eng,2000,12,0.0,0.948,0.908
eng,four.moons,le.eng,2000,14,0.203,0.829,0.867
eng,four.moons,le.eng,2000,10,0.001,0.877,0.877
eng,four.moons,le.eng,2000,8,0.223,0.85,0.883
eng,four.moons,le.eng,2000,6,0.0,0.867,0.882
eng,four.moons,le.eng,2000,9,0.0,0.902,0.908
eng,four.moons,le.eng,2000,15,0.217,0.719,0.876
eng,four.moons,le.eng,2000,13,0.221,0.756,0.881
eng,four.moons,le.eng,2000,5,0.203,0.763,0.901
eng,four.moons,le.eng,2000,7,0.0,0.916,0.919
eng,four.moons,le.eng,2000,11,0.001,0.9,0.917
eng,four.moons,le.eng,2000,12,0.0,0.948,0.908
comparative,twinpeaks,le.skl,2000,10,0.004,0.995,0.997
comparative,twinpeaks,le.skl,2000,15,0.006,0.994,0.996
comparative,twinpeaks,le.skl,2000,9,0.009,0.995,0.997
comparative,twinpeaks,le.skl,2000,11,0.006,0.995,0.997
comparative,twinpeaks,le.skl,2000,8,0.008,0.994,0.997
comparative,twinpeaks,le.skl,2000,12,0.009,0.994,0.997
comparative,twinpeaks,le.skl,2000,5,0.054,0.952,0.981
comparative,twinpeaks,le.skl,2000,7,0.011,0.994,0.997
comparative,twinpeaks,le.skl,2000,13,0.007,0.994,0.997
comparative,twinpeaks,le.skl,2000,14,0.006,0.994,0.996
comparative,twinpeaks,le.skl,2000,6,0.05,0.957,0.995
comparative,twinpeaks,le.skl,2000,10,0.004,0.995,0.997
comparative,twinpeaks,le.skl,2000,15,0.006,0.994,0.996
comparative,twinpeaks,le.skl,2000,9,0.009,0.995,0.997
comparative,twinpeaks,le.skl,2000,11,0.006,0.995,0.997
comparative,twinpeaks,le.skl,2000,8,0.008,0.994,0.997
comparative,twinpeaks,le.skl,2000,12,0.009,0.994,0.997
comparative,twinpeaks,le.skl,2000,5,0.054,0.952,0.981
comparative,twinpeaks,le.skl,2000,7,0.011,0.994,0.997
comparative,twinpeaks,le.skl,2000,13,0.007,0.994,0.997
comparative,twinpeaks,le.skl,2000,14,0.006,0.994,0.996
comparative,twinpeaks,le.skl,2000,6,0.05,0.957,0.995
eng,coil20,lle.eng,2000,5,0.103,0.965,0.978
eng,coil20,lle.eng,2000,6,0.094,0.96,0.973
eng,coil20,lle.eng,2000,7,0.083,0.974,0.971
eng,coil20,lle.eng,2000,8,0.098,0.963,0.969
eng,coil20,lle.eng,2000,10,0.092,0.97,0.967
eng,coil20,lle.eng,2000,9,0.09,0.97,0.969
eng,coil20,lle.eng,2000,12,0.082,0.973,0.976
eng,coil20,lle.eng,2000,11,0.106,0.959,0.969
eng,coil20,lle.eng,2000,13,0.095,0.968,0.971
eng,coil20,lle.eng,2000,14,0.08,0.964,0.974
eng,coil20,lle.eng,2000,15,0.129,0.955,0.976
eng,coil20,lle.eng,2000,5,0.103,0.965,0.978
eng,coil20,lle.eng,2000,6,0.094,0.96,0.973
eng,coil20,lle.eng,2000,7,0.083,0.974,0.971
eng,coil20,lle.eng,2000,8,0.098,0.963,0.969
eng,coil20,lle.eng,2000,10,0.092,0.97,0.967
eng,coil20,lle.eng,2000,9,0.09,0.97,0.969
eng,coil20,lle.eng,2000,12,0.082,0.973,0.976
eng,coil20,lle.eng,2000,11,0.106,0.959,0.969
eng,coil20,lle.eng,2000,13,0.095,0.968,0.971
eng,coil20,lle.eng,2000,14,0.08,0.964,0.974
eng,coil20,lle.eng,2000,15,0.129,0.955,0.976
comparative,broken.swiss,lle.skl,2000,9,0.39,0.826,0.984
comparative,broken.swiss,lle.skl,2000,7,0.368,0.78,0.978
comparative,broken.swiss,lle.skl,2000,5,0.358,0.785,0.977
comparative,broken.swiss,lle.skl,2000,6,0.328,0.879,0.987
comparative,broken.swiss,lle.skl,2000,11,0.368,0.803,0.981
comparative,broken.swiss,lle.skl,2000,10,0.343,0.812,0.983
comparative,broken.swiss,lle.skl,2000,12,0.473,0.765,0.98
comparative,broken.swiss,lle.skl,2000,15,0.455,0.773,0.979
comparative,broken.swiss,lle.skl,2000,8,0.244,0.89,0.957
comparative,broken.swiss,lle.skl,2000,13,0.287,0.873,0.902
comparative,broken.swiss,lle.skl,2000,14,0.242,0.884,0.977
